client,site,country,tracc_practice,assessment_date,tracc_maturity
Client 3,Site 27,France,Visual Management,6/5/2017,1.82
Client 3,Site 27,France,Visual Management,6/7/2017,1.95
Client 3,Site 27,France,Visual Management,6/12/2017,1
Client 3,Site 27,France,Visual Management,6/20/2017,2.26
Client 3,Site 27,France,Visual Management,6/21/2017,1.65
Client 3,Site 27,France,Visual Management,6/22/2017,2.88
Client 3,Site 27,France,Visual Management,6/29/2017,1.07
Client 3,Site 27,France,Visual Management,6/30/2017,2.7
Client 3,Site 27,France,Visual Management,7/3/2017,1.81
Client 3,Site 27,France,Visual Management,7/26/2017,1.71
Client 3,Site 27,France,Visual Management,7/27/2017,2
Client 3,Site 27,France,Visual Management,7/28/2017,2.7
Client 3,Site 27,France,Visual Management,7/31/2017,2.88
Client 3,Site 27,France,Visual Management,8/3/2017,1.48
Client 3,Site 27,France,Visual Management,8/4/2017,1.87
Client 3,Site 27,France,Visual Management,8/8/2017,2.33
Client 3,Site 27,France,Visual Management,8/21/2017,1.83
Client 3,Site 27,France,Visual Management,8/30/2017,2.33
Client 3,Site 27,France,Visual Management,8/31/2017,1.34
Client 3,Site 27,France,Visual Management,9/1/2017,2.38
Client 3,Site 27,France,Visual Management,9/4/2017,1.87
Client 3,Site 27,France,Visual Management,9/8/2017,2.32
Client 3,Site 27,France,Visual Management,9/25/2017,1.87
Client 3,Site 27,France,Visual Management,9/26/2017,2
Client 3,Site 27,France,Visual Management,9/27/2017,2.17
Client 3,Site 27,France,Visual Management,10/2/2017,2.16
Client 3,Site 27,France,Visual Management,10/3/2017,2.96
Client 3,Site 27,France,Visual Management,10/11/2017,3
Client 3,Site 27,France,Visual Management,10/30/2017,1.95
Client 3,Site 27,France,Visual Management,11/1/2017,2.12
Client 3,Site 27,France,Visual Management,11/2/2017,2.45
Client 3,Site 27,France,Visual Management,11/15/2017,2.29
Client 3,Site 27,France,Visual Management,11/16/2017,1.13
Client 3,Site 27,France,Visual Management,11/28/2017,3
Client 3,Site 27,France,Visual Management,11/29/2017,2.96
Client 3,Site 27,France,Visual Management,12/5/2017,2.4
Client 3,Site 27,France,Visual Management,12/7/2017,2.68
Client 3,Site 27,France,Visual Management,12/15/2017,2.6
Client 3,Site 27,France,Visual Management,1/4/2018,2.96
Client 3,Site 27,France,Visual Management,1/11/2018,2.62
Client 3,Site 27,France,Visual Management,1/18/2018,2.56
Client 3,Site 27,France,Visual Management,2/1/2018,2
Client 3,Site 27,France,Visual Management,2/14/2018,2.96
Client 3,Site 27,France,Visual Management,2/20/2018,2
Client 3,Site 27,France,Visual Management,2/28/2018,2.47
Client 3,Site 27,France,Visual Management,3/7/2018,1.94
Client 3,Site 27,France,Visual Management,3/8/2018,2.77
Client 3,Site 27,France,Visual Management,3/9/2018,2.26
Client 3,Site 27,France,Visual Management,3/11/2018,2.27
Client 3,Site 27,France,Visual Management,3/12/2018,2.07
Client 3,Site 27,France,Visual Management,3/13/2018,2.43
Client 3,Site 27,France,Visual Management,3/14/2018,2.63
Client 3,Site 27,France,Visual Management,3/15/2018,2.55
Client 3,Site 27,France,Visual Management,4/5/2018,1.02
Client 3,Site 27,France,Visual Management,4/10/2018,2
Client 3,Site 27,France,Visual Management,6/4/2018,1
Client 3,Site 27,France,Visual Management,6/5/2018,2.96
Client 3,Site 27,France,Visual Management,6/6/2018,2.45
Client 3,Site 27,France,Visual Management,6/7/2018,2.14
Client 3,Site 27,France,Visual Management,6/12/2018,2.96
Client 3,Site 27,France,Visual Management,7/9/2018,2.96
Client 3,Site 27,France,Visual Management,7/26/2018,2.92
Client 3,Site 27,France,Visual Management,7/31/2018,1
Client 3,Site 27,France,Visual Management,8/27/2018,2.39
Client 3,Site 27,France,Visual Management,9/17/2018,2.71
Client 3,Site 27,France,Visual Management,9/18/2018,2.26
Client 3,Site 27,France,Visual Management,9/27/2018,2.14
Client 3,Site 27,France,Visual Management,9/28/2018,2
Client 3,Site 27,France,Visual Management,10/1/2018,2.04
Client 14,Site 28,USA,Focused Improvement,10/2/2018,1
Client 15,Site 29,USA,5S,1/22/2016,3.01
Client 15,Site 29,USA,5S,4/22/2016,3.1
Client 15,Site 29,USA,5S,7/22/2016,3.1
Client 15,Site 29,USA,5S,10/24/2016,3.1
Client 15,Site 29,USA,5S,1/23/2017,3.1
Client 15,Site 29,USA,5S,4/12/2017,3.1
Client 15,Site 29,USA,5S,7/20/2017,3.1
Client 15,Site 29,USA,5S,10/12/2017,3.1
Client 15,Site 29,USA,5S,1/9/2018,3.29
Client 15,Site 29,USA,5S,4/6/2018,3.34
Client 15,Site 29,USA,5S,4/11/2018,3.34
Client 15,Site 29,USA,5S,6/13/2018,3.41
Client 15,Site 29,USA,5S,7/3/2018,3.34
Client 15,Site 29,USA,5S,10/4/2018,3.41
Client 15,Site 29,USA,Focused Improvement,1/22/2016,1.43
Client 15,Site 29,USA,Focused Improvement,4/22/2016,1.43
Client 15,Site 29,USA,Focused Improvement,7/22/2016,1.53
Client 15,Site 29,USA,Focused Improvement,10/24/2016,1.53
Client 15,Site 29,USA,Focused Improvement,1/23/2017,1.53
Client 15,Site 29,USA,Focused Improvement,4/12/2017,1.61
Client 15,Site 29,USA,Focused Improvement,7/20/2017,1.61
Client 15,Site 29,USA,Focused Improvement,10/12/2017,1.61
Client 15,Site 29,USA,Focused Improvement,1/9/2018,1.64
Client 15,Site 29,USA,Focused Improvement,4/6/2018,1.64
Client 15,Site 29,USA,Focused Improvement,4/11/2018,1.64
Client 15,Site 29,USA,Focused Improvement,6/13/2018,1.64
Client 15,Site 29,USA,Focused Improvement,7/3/2018,1.64
Client 15,Site 29,USA,Focused Improvement,10/4/2018,1.64
Client 15,Site 29,USA,Teamwork,1/22/2016,3.11
Client 15,Site 29,USA,Teamwork,4/22/2016,3.12
Client 15,Site 29,USA,Teamwork,7/22/2016,3.12
Client 15,Site 29,USA,Teamwork,10/24/2016,3.12
Client 15,Site 29,USA,Teamwork,1/23/2017,3.12
Client 15,Site 29,USA,Teamwork,4/12/2017,3.12
Client 15,Site 29,USA,Teamwork,7/20/2017,3.12
Client 15,Site 29,USA,Teamwork,10/12/2017,3.12
Client 15,Site 29,USA,Teamwork,1/9/2018,3.16
Client 15,Site 29,USA,Teamwork,4/6/2018,3.23
Client 15,Site 29,USA,Teamwork,4/11/2018,3.23
Client 15,Site 29,USA,Teamwork,6/13/2018,3.23
Client 15,Site 29,USA,Teamwork,7/3/2018,3.23
Client 15,Site 29,USA,Teamwork,10/4/2018,3.23
Client 15,Site 29,USA,Visual Management,1/22/2016,2.46
Client 15,Site 29,USA,Visual Management,4/22/2016,2.46
Client 15,Site 29,USA,Visual Management,7/22/2016,2.6
Client 15,Site 29,USA,Visual Management,10/24/2016,2.72
Client 15,Site 29,USA,Visual Management,1/23/2017,2.72
Client 15,Site 29,USA,Visual Management,4/12/2017,2.72
Client 15,Site 29,USA,Visual Management,7/20/2017,2.72
Client 15,Site 29,USA,Visual Management,10/12/2017,2.72
Client 15,Site 29,USA,Visual Management,1/9/2018,2.8
Client 15,Site 29,USA,Visual Management,4/6/2018,2.83
Client 15,Site 29,USA,Visual Management,4/11/2018,2.83
Client 15,Site 29,USA,Visual Management,6/13/2018,2.83
Client 15,Site 29,USA,Visual Management,7/3/2018,2.83
Client 15,Site 29,USA,Visual Management,10/4/2018,2.83
Client 18,Site 30,Belgium,5S,5/20/2016,1.31
Client 18,Site 30,Belgium,5S,6/8/2016,1.21
Client 18,Site 30,Belgium,5S,5/19/2017,1.37
Client 18,Site 30,Belgium,5S,5/22/2017,1.54
Client 18,Site 30,Belgium,5S,5/23/2017,1.59
Client 18,Site 30,Belgium,5S,3/2/2018,1.07
Client 18,Site 30,Belgium,5S,8/29/2018,1
Client 18,Site 30,Belgium,5S,8/30/2018,1.02
Client 18,Site 30,Belgium,5S,8/31/2018,1
Client 18,Site 30,Belgium,5S,9/6/2018,1.91
Client 18,Site 30,Belgium,5S,9/11/2018,2.85
Client 18,Site 30,Belgium,Focused Improvement,5/20/2016,1.67
Client 18,Site 30,Belgium,Focused Improvement,6/8/2016,1.62
Client 18,Site 30,Belgium,Focused Improvement,5/19/2017,1.75
Client 18,Site 30,Belgium,Focused Improvement,5/24/2017,1.75
Client 18,Site 30,Belgium,Focused Improvement,3/2/2018,1.05
Client 18,Site 30,Belgium,Focused Improvement,6/20/2018,1
Client 18,Site 30,Belgium,Focused Improvement,8/30/2018,1.9
Client 18,Site 30,Belgium,Focused Improvement,8/31/2018,1.83
Client 18,Site 30,Belgium,Focused Improvement,9/15/2018,2.85
Client 18,Site 30,Belgium,Teamwork,5/20/2016,1.66
Client 18,Site 30,Belgium,Teamwork,5/25/2016,1.39
Client 18,Site 30,Belgium,Teamwork,5/19/2017,1.86
Client 18,Site 30,Belgium,Teamwork,5/21/2017,1.79
Client 18,Site 30,Belgium,Teamwork,5/22/2017,1.86
Client 18,Site 30,Belgium,Teamwork,3/2/2018,1.12
Client 18,Site 30,Belgium,Teamwork,8/29/2018,1.94
Client 18,Site 30,Belgium,Teamwork,8/30/2018,1.89
Client 18,Site 30,Belgium,Visual Management,5/20/2016,1.58
Client 18,Site 30,Belgium,Visual Management,5/25/2016,1.54
Client 18,Site 30,Belgium,Visual Management,5/19/2017,1.8
Client 18,Site 30,Belgium,Visual Management,5/24/2017,1.82
Client 18,Site 30,Belgium,Visual Management,3/2/2018,1.11
Client 18,Site 30,Belgium,Visual Management,6/20/2018,1.28
Client 18,Site 30,Belgium,Visual Management,10/12/2018,2.48
Client 5,Site 31,India,5S,1/1/2017,1.26
Client 5,Site 31,India,5S,1/9/2017,1
Client 5,Site 31,India,5S,1/10/2017,1
Client 5,Site 31,India,5S,1/11/2017,1
Client 5,Site 31,India,5S,2/7/2017,1.04
Client 5,Site 31,India,5S,3/14/2017,1.11
Client 5,Site 31,India,5S,3/31/2017,1.45
Client 5,Site 31,India,5S,9/19/2017,1.64
Client 5,Site 31,India,5S,10/16/2017,2
Client 5,Site 31,India,5S,10/19/2017,1.24
Client 5,Site 31,India,5S,11/29/2017,2.08
Client 5,Site 31,India,5S,1/23/2018,1.38
Client 5,Site 31,India,5S,8/1/2018,1.42
Client 5,Site 31,India,Focused Improvement,1/1/2017,1
Client 5,Site 31,India,Focused Improvement,1/9/2017,1.43
Client 5,Site 31,India,Focused Improvement,1/10/2017,1.44
Client 5,Site 31,India,Focused Improvement,1/11/2017,1.44
Client 5,Site 31,India,Focused Improvement,2/8/2017,1.25
Client 5,Site 31,India,Focused Improvement,4/11/2017,1.75
Client 5,Site 31,India,Focused Improvement,9/19/2017,1.98
Client 5,Site 31,India,Focused Improvement,1/24/2018,1.66
Client 5,Site 31,India,Focused Improvement,5/25/2018,1.66
Client 5,Site 31,India,Teamwork,1/9/2017,1.39
Client 5,Site 31,India,Teamwork,1/10/2017,1.39
Client 5,Site 31,India,Teamwork,2/7/2017,1.32
Client 5,Site 31,India,Teamwork,4/3/2017,1.49
Client 5,Site 31,India,Teamwork,6/29/2017,1.93
Client 5,Site 31,India,Teamwork,9/4/2017,1.19
Client 5,Site 31,India,Teamwork,1/24/2018,1.71
Client 5,Site 31,India,Visual Management,1/1/2017,1
Client 5,Site 31,India,Visual Management,1/9/2017,1.33
Client 5,Site 31,India,Visual Management,1/10/2017,1.33
Client 5,Site 31,India,Visual Management,1/11/2017,1.33
Client 5,Site 31,India,Visual Management,2/7/2017,1.15
Client 5,Site 31,India,Visual Management,6/29/2017,1.76
Client 5,Site 31,India,Visual Management,9/21/2017,2.45
Client 5,Site 31,India,Visual Management,1/24/2018,1.72
Client 5,Site 31,India,Visual Management,8/1/2018,1.84
Client 19,Site 32,Netherlands,5S,4/17/2017,1.35
Client 19,Site 32,Netherlands,5S,6/27/2018,1.21
Client 19,Site 32,Netherlands,Focused Improvement,4/19/2017,1.27
Client 19,Site 32,Netherlands,Focused Improvement,6/29/2018,1.43
Client 19,Site 32,Netherlands,Teamwork,4/18/2017,1
Client 19,Site 32,Netherlands,Teamwork,11/16/2017,1.35
Client 19,Site 32,Netherlands,Teamwork,6/28/2018,1.03
Client 19,Site 32,Netherlands,Visual Management,4/20/2017,1.24
Client 19,Site 32,Netherlands,Visual Management,11/17/2017,1.44
Client 19,Site 32,Netherlands,Visual Management,6/28/2018,1.32
Client 20,Site 33,Germany,5S,8/16/2016,1.44
Client 20,Site 33,Germany,5S,9/25/2016,1.07
Client 20,Site 33,Germany,5S,10/7/2016,1.07
Client 20,Site 33,Germany,5S,10/13/2016,1.12
Client 20,Site 33,Germany,5S,10/15/2016,1.37
Client 20,Site 33,Germany,5S,11/16/2016,1.25
Client 20,Site 33,Germany,5S,11/25/2016,1.05
Client 20,Site 33,Germany,5S,2/1/2017,1.42
Client 20,Site 33,Germany,5S,3/22/2017,1.8
Client 20,Site 33,Germany,5S,3/29/2017,1.1
Client 20,Site 33,Germany,5S,5/4/2017,1.12
Client 20,Site 33,Germany,5S,5/10/2017,1.31
Client 20,Site 33,Germany,5S,6/28/2017,1.3
Client 20,Site 33,Germany,5S,6/30/2017,1.18
Client 20,Site 33,Germany,5S,7/5/2017,1.44
Client 20,Site 33,Germany,5S,7/6/2017,1.3
Client 20,Site 33,Germany,5S,8/2/2017,1.23
Client 20,Site 33,Germany,5S,8/15/2017,1.19
Client 20,Site 33,Germany,5S,8/17/2017,1.07
Client 20,Site 33,Germany,5S,8/23/2017,2
Client 20,Site 33,Germany,5S,8/25/2017,1.22
Client 20,Site 33,Germany,5S,8/29/2017,1.18
Client 20,Site 33,Germany,5S,8/30/2017,2.38
Client 20,Site 33,Germany,5S,9/11/2017,1.37
Client 20,Site 33,Germany,5S,9/12/2017,2.59
Client 20,Site 33,Germany,5S,9/13/2017,1.12
Client 20,Site 33,Germany,5S,9/18/2017,2.13
Client 20,Site 33,Germany,5S,9/19/2017,1.13
Client 20,Site 33,Germany,5S,9/20/2017,1.19
Client 20,Site 33,Germany,5S,10/2/2017,1.46
Client 20,Site 33,Germany,5S,10/9/2017,1
Client 20,Site 33,Germany,5S,10/12/2017,1.68
Client 20,Site 33,Germany,5S,10/18/2017,1.42
Client 20,Site 33,Germany,5S,11/1/2017,2.38
Client 20,Site 33,Germany,5S,11/2/2017,2.38
Client 20,Site 33,Germany,5S,11/13/2017,1.16
Client 20,Site 33,Germany,5S,11/22/2017,1.3
Client 20,Site 33,Germany,5S,11/29/2017,1.74
Client 20,Site 33,Germany,5S,11/30/2017,1.26
Client 20,Site 33,Germany,5S,12/6/2017,1.05
Client 20,Site 33,Germany,5S,12/11/2017,2.01
Client 20,Site 33,Germany,5S,12/12/2017,1.05
Client 20,Site 33,Germany,5S,12/19/2017,1
Client 20,Site 33,Germany,5S,1/2/2018,1.18
Client 20,Site 33,Germany,5S,1/5/2018,1.17
Client 20,Site 33,Germany,5S,1/10/2018,1.13
Client 20,Site 33,Germany,5S,1/17/2018,1.28
Client 20,Site 33,Germany,5S,1/18/2018,1.84
Client 20,Site 33,Germany,5S,1/22/2018,1.2
Client 20,Site 33,Germany,5S,2/14/2018,1.24
Client 20,Site 33,Germany,5S,2/27/2018,1.98
Client 20,Site 33,Germany,5S,3/6/2018,1.37
Client 20,Site 33,Germany,5S,3/21/2018,2.34
Client 20,Site 33,Germany,5S,3/22/2018,1.94
Client 20,Site 33,Germany,5S,3/26/2018,2.11
Client 20,Site 33,Germany,5S,3/29/2018,1.98
Client 20,Site 33,Germany,5S,4/3/2018,1.85
Client 20,Site 33,Germany,5S,4/4/2018,1.86
Client 20,Site 33,Germany,5S,4/6/2018,2.15
Client 20,Site 33,Germany,5S,4/10/2018,1.55
Client 20,Site 33,Germany,5S,4/11/2018,1.14
Client 20,Site 33,Germany,5S,4/23/2018,1.78
Client 20,Site 33,Germany,5S,4/25/2018,2.19
Client 20,Site 33,Germany,5S,5/4/2018,1.19
Client 20,Site 33,Germany,5S,5/7/2018,1.54
Client 20,Site 33,Germany,5S,5/10/2018,1.43
Client 20,Site 33,Germany,5S,5/18/2018,1.32
Client 20,Site 33,Germany,5S,5/19/2018,1.88
Client 20,Site 33,Germany,5S,5/21/2018,1.32
Client 20,Site 33,Germany,5S,5/22/2018,1.32
Client 20,Site 33,Germany,5S,5/24/2018,2.18
Client 20,Site 33,Germany,5S,6/14/2018,1.96
Client 20,Site 33,Germany,5S,6/15/2018,1.16
Client 20,Site 33,Germany,5S,6/18/2018,1.09
Client 20,Site 33,Germany,5S,6/19/2018,1.34
Client 20,Site 33,Germany,5S,6/25/2018,1.53
Client 20,Site 33,Germany,5S,6/26/2018,1.63
Client 20,Site 33,Germany,5S,7/9/2018,1.09
Client 20,Site 33,Germany,5S,7/10/2018,1
Client 20,Site 33,Germany,5S,7/11/2018,1.09
Client 20,Site 33,Germany,5S,7/20/2018,1.87
Client 20,Site 33,Germany,5S,7/24/2018,1.54
Client 20,Site 33,Germany,5S,7/26/2018,1.02
Client 20,Site 33,Germany,5S,7/27/2018,1.73
Client 20,Site 33,Germany,5S,7/31/2018,1.07
Client 20,Site 33,Germany,5S,8/8/2018,1.14
Client 20,Site 33,Germany,5S,8/9/2018,1.12
Client 20,Site 33,Germany,5S,8/16/2018,1.27
Client 20,Site 33,Germany,5S,8/17/2018,1.49
Client 20,Site 33,Germany,5S,8/23/2018,1.15
Client 20,Site 33,Germany,5S,8/27/2018,1.39
Client 20,Site 33,Germany,5S,8/28/2018,1.07
Client 20,Site 33,Germany,5S,8/29/2018,1.19
Client 20,Site 33,Germany,5S,8/30/2018,1.26
Client 20,Site 33,Germany,5S,9/4/2018,1.29
Client 20,Site 33,Germany,5S,9/5/2018,1.29
Client 20,Site 33,Germany,5S,10/1/2018,2.38
Client 20,Site 33,Germany,5S,10/3/2018,2.03
Client 20,Site 33,Germany,5S,10/4/2018,1.97
Client 20,Site 33,Germany,5S,10/8/2018,1.92
Client 20,Site 33,Germany,5S,10/9/2018,1.44
Client 20,Site 33,Germany,5S,10/10/2018,1.43
Client 20,Site 33,Germany,5S,10/11/2018,1.66
Client 20,Site 33,Germany,5S,10/17/2018,1
Client 20,Site 33,Germany,5S,10/18/2018,1.16
Client 20,Site 33,Germany,Focused Improvement,8/16/2016,1.17
Client 20,Site 33,Germany,Focused Improvement,9/25/2016,1.32
Client 20,Site 33,Germany,Focused Improvement,10/7/2016,1.33
Client 20,Site 33,Germany,Focused Improvement,10/12/2016,1.11
Client 20,Site 33,Germany,Focused Improvement,10/15/2016,1.67
Client 20,Site 33,Germany,Focused Improvement,11/9/2016,1.7
Client 20,Site 33,Germany,Focused Improvement,11/24/2016,1.48
Client 20,Site 33,Germany,Focused Improvement,1/31/2017,1.68
Client 20,Site 33,Germany,Focused Improvement,2/17/2017,1.86
Client 20,Site 33,Germany,Focused Improvement,3/22/2017,1.43
Client 20,Site 33,Germany,Focused Improvement,3/29/2017,1.48
Client 20,Site 33,Germany,Focused Improvement,5/8/2017,1.23
Client 20,Site 33,Germany,Focused Improvement,5/10/2017,1.6
Client 20,Site 33,Germany,Focused Improvement,6/28/2017,1.3
Client 20,Site 33,Germany,Focused Improvement,6/30/2017,1.29
Client 20,Site 33,Germany,Focused Improvement,7/5/2017,1.26
Client 20,Site 33,Germany,Focused Improvement,7/6/2017,1.46
Client 20,Site 33,Germany,Focused Improvement,8/2/2017,1.55
Client 20,Site 33,Germany,Focused Improvement,8/16/2017,1.15
Client 20,Site 33,Germany,Focused Improvement,8/17/2017,1.18
Client 20,Site 33,Germany,Focused Improvement,8/24/2017,1.99
Client 20,Site 33,Germany,Focused Improvement,8/25/2017,1.56
Client 20,Site 33,Germany,Focused Improvement,8/29/2017,1.23
Client 20,Site 33,Germany,Focused Improvement,9/13/2017,1.45
Client 20,Site 33,Germany,Focused Improvement,9/14/2017,1.13
Client 20,Site 33,Germany,Focused Improvement,9/19/2017,1.96
Client 20,Site 33,Germany,Focused Improvement,9/20/2017,1.23
Client 20,Site 33,Germany,Focused Improvement,9/25/2017,1.2
Client 20,Site 33,Germany,Focused Improvement,10/2/2017,1.23
Client 20,Site 33,Germany,Focused Improvement,10/12/2017,1.34
Client 20,Site 33,Germany,Focused Improvement,10/18/2017,1.18
Client 20,Site 33,Germany,Focused Improvement,11/1/2017,1.7
Client 20,Site 33,Germany,Focused Improvement,11/2/2017,1.86
Client 20,Site 33,Germany,Focused Improvement,11/13/2017,1.05
Client 20,Site 33,Germany,Focused Improvement,11/22/2017,1.11
Client 20,Site 33,Germany,Focused Improvement,11/29/2017,1.5
Client 20,Site 33,Germany,Focused Improvement,11/30/2017,1.21
Client 20,Site 33,Germany,Focused Improvement,12/6/2017,1.11
Client 20,Site 33,Germany,Focused Improvement,12/7/2017,1.12
Client 20,Site 33,Germany,Focused Improvement,12/12/2017,1.21
Client 20,Site 33,Germany,Focused Improvement,1/5/2018,1.15
Client 20,Site 33,Germany,Focused Improvement,1/11/2018,1.05
Client 20,Site 33,Germany,Focused Improvement,1/17/2018,1.26
Client 20,Site 33,Germany,Focused Improvement,1/18/2018,1.65
Client 20,Site 33,Germany,Focused Improvement,1/22/2018,1.36
Client 20,Site 33,Germany,Focused Improvement,2/15/2018,1.62
Client 20,Site 33,Germany,Focused Improvement,2/16/2018,1.5
Client 20,Site 33,Germany,Focused Improvement,2/27/2018,1.88
Client 20,Site 33,Germany,Focused Improvement,2/28/2018,1
Client 20,Site 33,Germany,Focused Improvement,3/1/2018,1
Client 20,Site 33,Germany,Focused Improvement,3/6/2018,1.44
Client 20,Site 33,Germany,Focused Improvement,3/21/2018,1.97
Client 20,Site 33,Germany,Focused Improvement,3/22/2018,2.16
Client 20,Site 33,Germany,Focused Improvement,3/27/2018,1.77
Client 20,Site 33,Germany,Focused Improvement,3/28/2018,2.03
Client 20,Site 33,Germany,Focused Improvement,4/4/2018,2.1
